,frame,average_for_this_video_SEPARATION_pinna_ear_left_to_mouth_corner_left,SEPARATION_pinna_ear_left_to_mouth_corner_left,average_for_this_video_SEPARATION_pinna_ear_right_to_mouth_corner_right,SEPARATION_pinna_ear_right_to_mouth_corner_right,happy,average_for_this_video_SEPARATION_pinna_ear_left_inner_brow_left,SEPARATION_pinna_ear_left_inner_brow_left,average_for_this_video_SEPARATION_pinna_ear_right_inner_brow_right,SEPARATION_pinna_ear_right_inner_brow_right,scared_sad,average_for_this_video_SEPARATION_upper_lip_to_lower_lip,SEPARATION_upper_lip_to_lower_lip,average_for_this_video_SEPARATION_pinna_ear_left_to_nose_corner_left,SEPARATION_pinna_ear_left_to_nose_corner_left,average_for_this_video_SEPARATION_pinna_ear_right_to_nose_corner_right,SEPARATION_pinna_ear_right_to_nose_corner_right,angry_disgusted,average_for_this_video_SEPARATION_pinna_ear_left_to_pinna_ear_right,SEPARATION_pinna_ear_left_to_pinna_ear_right,ears_apart,ears_tilted,brows_tilted,nose_tilted,mouth_tilted,suprised
66,64,327.7203284802666,250.02906795599873,502.42287643562145,251.6027528656847,62.7257636300085,178.45414740797662,90.53382475261509,163.79409037648512,78.95925199350162,55.15284013329235,49.384335236925835,19.623755853569445,264.33920519672085,198.2006096965015,246.37970266439223,214.9646140268355,40.0,165.44702592936505,159.4571617168133,False,False,False,False,False,28.0
67,65,327.7203284802666,250.9361138097356,502.42287643562145,253.76168621233515,62.68923908341686,178.45414740797662,92.27835054744801,163.79409037648512,79.71195326805147,55.03747533213594,49.384335236925835,19.073911336867234,264.33920519672085,199.36486022127377,246.37970266439223,215.70625577431574,40.0,165.44702592936505,160.52078440594613,False,False,False,False,False,28.0
68,66,327.7203284802666,250.3874855969565,502.42287643562145,253.94187652713464,62.71133101695758,178.45414740797662,91.5178691494083,163.79409037648512,80.27176238467212,55.087765666350464,49.384335236925835,18.380092499072024,264.33920519672085,198.02483952782526,246.37970266439223,216.16061255136813,40.0,165.44702592936505,159.41767855006736,False,False,False,False,False,28.0
69,67,327.7203284802666,251.51310386701087,502.42287643562145,249.362422232339,62.66600508687407,178.45414740797662,91.23497107050437,163.79409037648512,77.65515182924715,55.106473604471496,49.384335236925835,18.201790660081794,264.33920519672085,196.31414093918664,246.37970266439223,215.00290616542588,40.0,165.44702592936505,158.47450336888735,False,False,False,False,False,28.0
70,68,327.7203284802666,253.57481553871642,502.42287643562145,249.77162405298824,62.58298493557575,178.45414740797662,91.56311853944901,163.79409037648512,77.88525849229858,55.084773342075316,49.384335236925835,20.84305462378233,264.33920519672085,197.92835268676885,246.37970266439223,214.6498574248756,40.0,165.44702592936505,156.24323852800507,False,False,False,False,False,28.0
71,69,327.7203284802666,252.61246664471935,502.42287643562145,250.08207533074005,62.62173640207703,178.45414740797662,91.743583488717,163.79409037648512,78.71430826128689,55.07283926632266,49.384335236925835,20.455240826933487,264.33920519672085,198.3302166360355,246.37970266439223,215.3238027262822,40.0,165.44702592936505,158.347350114806,False,False,False,False,False,28.0
72,70,327.7203284802666,251.92191667824775,502.42287643562145,249.97926890908946,62.649543181988264,178.45414740797662,145.9048442209365,163.79409037648512,81.25925505933152,51.49117650543972,49.384335236925835,19.374685135633797,264.33920519672085,197.11818054649964,246.37970266439223,216.6638421766281,40.0,165.44702592936505,161.8106970665521,False,False,False,False,False,28.0
73,71,327.7203284802666,251.45301069057396,502.42287643562145,246.9112458036458,62.66842489400242,178.45414740797662,146.0562398808547,163.79409037648512,79.59329110423651,51.48116477029993,49.384335236925835,19.260731682305057,264.33920519672085,196.9870800494877,246.37970266439223,213.79953528244945,40.0,165.44702592936505,160.36550804336886,False,False,False,False,False,28.0
74,72,327.7203284802666,252.39898813458097,502.42287643562145,245.96659705749687,62.6303326662656,178.45414740797662,758.1038670138503,163.79409037648512,78.65762854234657,54.96874451771662,49.384335236925835,19.714243882336287,264.33920519672085,197.32036902116621,246.37970266439223,211.2915288346472,40.0,165.44702592936505,156.6434748726248,False,False,True,False,False,28.0
75,73,327.7203284802666,251.21875980367608,502.42287643562145,240.45720893037617,62.67785761165102,178.45414740797662,93.82729835716992,163.79409037648512,73.22179237244497,54.93504402581792,49.384335236925835,19.129208239043397,264.33920519672085,196.48536655322548,246.37970266439223,207.05686273309115,40.0,165.44702592936505,155.4296734370641,False,True,False,False,False,28.0
76,74,327.7203284802666,253.21330050270444,502.42287643562145,239.32908494214072,62.59754227324727,178.45414740797662,95.65970562504286,163.79409037648512,72.44819351691622,54.81386765759119,49.384335236925835,19.57135265589339,264.33920519672085,198.80848712956688,246.37970266439223,205.7279571640347,40.0,165.44702592936505,160.9107982232385,False,True,False,False,False,28.0
77,75,327.7203284802666,250.3839395904583,502.42287643562145,239.75981471049687,62.71147380607791,178.45414740797662,88.9295471137064,163.79409037648512,71.53972450305162,55.25893037934119,49.384335236925835,19.619718525892452,264.33920519672085,195.96229844748552,246.37970266439223,205.42505648570904,40.0,165.44702592936505,157.23903808398148,False,True,False,False,False,28.0
78,76,327.7203284802666,249.32957704798932,502.42287643562145,236.09912517294902,62.75393044004878,178.45414740797662,88.18505306308516,163.79409037648512,68.85352122437936,55.30816347659113,49.384335236925835,20.87439180000901,264.33920519672085,195.99081090757505,246.37970266439223,204.44936523594683,40.0,165.44702592936505,158.37809950193113,False,True,False,False,False,28.0
79,77,327.7203284802666,247.47361829458285,502.42287643562145,237.76616902783073,62.82866541808952,178.45414740797662,88.71996164270229,163.79409037648512,66.70829583015131,55.272790183684165,49.384335236925835,18.843608942754326,264.33920519672085,198.21410570610448,246.37970266439223,199.6943626599832,40.0,165.44702592936505,157.25822127849256,False,False,False,False,False,28.0
80,78,327.7203284802666,246.60962703747657,502.42287643562145,240.09757925485502,62.86345626002429,178.45414740797662,87.98999627670474,163.79409037648512,63.466586679153224,55.3210625047635,49.384335236925835,19.092768714439863,264.33920519672085,198.73902529918314,246.37970266439223,193.9140334877956,40.0,165.44702592936505,148.68183345972705,False,True,False,False,False,28.0
81,79,327.7203284802666,248.40967146418936,502.42287643562145,245.99682827891385,62.790972816922,178.45414740797662,92.6952191225753,163.79409037648512,71.52888642458663,55.00990797806164,49.384335236925835,22.02199349452351,264.33920519672085,201.3068190893201,246.37970266439223,197.55303726724497,40.0,165.44702592936505,139.17483701741895,False,False,False,False,False,28.0
82,80,327.7203284802666,246.88028334051344,502.42287643562145,247.94770909424383,62.85255758416368,178.45414740797662,94.23141391772563,163.79409037648512,69.52188467150181,54.908320023555646,49.384335236925835,20.566267437352973,264.33920519672085,203.20403651003255,246.37970266439223,195.96692580262567,40.0,165.44702592936505,137.1175932888042,False,False,False,False,False,28.0
83,81,327.7203284802666,244.36118198140917,502.42287643562145,249.3619394284526,62.953995713868615,178.45414740797662,95.33153172609245,163.79409037648512,72.11938888706474,54.835569667793195,49.384335236925835,21.814454343047267,264.33920519672085,203.47423374492723,246.37970266439223,194.6797571632141,40.0,165.44702592936505,135.54256529600283,False,False,False,False,True,28.0
84,82,327.7203284802666,243.50963698613108,502.42287643562145,250.50770347389633,62.98828537488937,178.45414740797662,98.31345088326937,163.79409037648512,77.12924537882897,54.638376532758386,49.384335236925835,25.399135551354448,264.33920519672085,203.42649246993852,246.37970266439223,192.795510296719,40.0,165.44702592936505,137.70516359718258,False,False,False,False,True,28.0
85,83,327.7203284802666,245.5184268810302,502.42287643562145,243.918871025617,62.90739625577064,178.45414740797662,104.30371829535409,163.79409037648512,78.9607588970414,54.24224251690393,49.384335236925835,23.45382043855668,264.33920519672085,203.99617404925226,246.37970266439223,190.2210915211211,40.0,165.44702592936505,140.81610404133923,False,False,False,False,False,28.0
86,84,327.7203284802666,239.67287776335834,502.42287643562145,241.85349478187257,63.142782405459286,178.45414740797662,106.09462642985291,163.79409037648512,78.66266032288043,54.12381046996155,49.384335236925835,23.620930286295117,264.33920519672085,205.25348961517605,246.37970266439223,188.49090501470332,40.0,165.44702592936505,139.58444462676886,False,False,False,False,False,28.0
87,85,327.7203284802666,228.5432751613033,502.42287643562145,242.1245883654866,63.59094463133856,178.45414740797662,100.74826826155696,163.79409037648512,80.10028897763502,54.47736302207813,49.384335236925835,24.42372078240489,264.33920519672085,206.12205976249223,246.37970266439223,190.1214560611043,40.0,165.44702592936505,137.36316806334085,False,False,False,False,True,28.0
88,86,327.7203284802666,933.6282097439953,502.42287643562145,244.08417318549166,70.0,178.45414740797662,112.80571551266934,163.79409037648512,82.59823892765766,53.68000880198094,49.384335236925835,23.56973601834604,264.33920519672085,212.81718951926683,246.37970266439223,186.07132675658215,40.0,165.44702592936505,145.00829865905516,False,False,False,False,True,28.0
89,87,327.7203284802666,232.41848845932176,502.42287643562145,251.55471711173982,63.43489914800061,178.45414740797662,133.49147955893952,163.79409037648512,86.7776428286506,52.31206740321541,49.384335236925835,24.97573540244429,264.33920519672085,235.46912650468934,246.37970266439223,184.07098661880033,40.0,165.44702592936505,173.34269564999275,True,False,True,False,True,29.74049755366772
90,88,327.7203284802666,239.2095099056612,502.42287643562145,259.70998543801034,63.16144111035034,178.45414740797662,148.7585619436365,163.79409037648512,95.12886940201679,51.30246128058555,49.384335236925835,30.683031941303806,264.33920519672085,245.71096838056576,246.37970266439223,186.96052351318124,40.0,165.44702592936505,173.7826717839562,True,False,False,False,True,28.0
91,89,327.7203284802666,277.7370548112255,502.42287643562145,261.47553202608196,61.61002989649863,178.45414740797662,152.28621112059682,163.79409037648512,94.59808269913438,51.06917923508357,49.384335236925835,28.5944153307169,264.33920519672085,255.43699298500863,246.37970266439223,184.70687593070184,40.0,165.44702592936505,174.53828072760808,True,False,True,False,False,28.0
92,90,327.7203284802666,274.59484639442314,502.42287643562145,265.4449488736177,61.73655904301018,178.45414740797662,235.81216292125998,163.79409037648512,99.87607173259474,53.56557725774159,49.384335236925835,22.408019757054877,264.33920519672085,270.62486530986706,246.37970266439223,187.96947074920203,40.0,165.44702592936505,173.8861119475319,True,False,False,False,False,28.0
93,91,327.7203284802666,272.2885815442228,502.42287643562145,1142.5987294220492,61.82942676036624,178.45414740797662,238.473374767875,163.79409037648512,63.04433531674812,56.001245426389254,49.384335236925835,23.311293649790485,264.33920519672085,280.3239255279358,246.37970266439223,193.93954579989295,40.0,165.44702592936505,168.9641242896886,False,False,True,False,True,28.0
94,92,327.7203284802666,273.8464211949911,502.42287643562145,1144.1751793684161,61.76669631882088,178.45414740797662,247.20408214222718,163.79409037648512,66.33666176226542,55.783525180088475,49.384335236925835,21.613568898870344,264.33920519672085,293.2921503877665,246.37970266439223,198.96792041899565,40.0,165.44702592936505,174.25954160363364,True,True,True,False,True,29.74929729127878
95,93,327.7203284802666,274.9865728501436,502.42287643562145,968.1753932836759,61.72078516440835,178.45414740797662,249.91995515789813,163.79409037648512,509.27610339951775,50.0,49.384335236925835,32.095299474800335,264.33920519672085,305.63783977017994,246.37970266439223,368.7701327020637,40.0,165.44702592936505,647.5701709966424,True,True,True,False,True,34.292055352918375
96,94,327.7203284802666,266.5181172092757,502.42287643562145,965.512796927153,62.06178942713651,178.45414740797662,248.37694991889143,163.79409037648512,506.6499973769393,50.0,49.384335236925835,28.659074976671512,264.33920519672085,313.16239588452095,246.37970266439223,361.71938680603887,40.0,165.44702592936505,640.6563282532777,True,True,True,False,True,34.22569742028625
97,95,327.7203284802666,274.62446846239317,502.42287643562145,1143.1311007458262,61.735366233851465,178.45414740797662,249.0055017185187,163.79409037648512,91.13285934693167,54.14376243638886,49.384335236925835,23.78054358688514,264.33920519672085,317.884285111807,246.37970266439223,237.66908623880298,40.0,165.44702592936505,139.44396988974123,False,True,True,False,True,29.415143124327773
98,96,327.7203284802666,226.39161809420855,502.42287643562145,1070.9065900873622,63.67758666654833,178.45414740797662,212.41984685082036,163.79409037648512,61.94948626479102,56.0736473613732,49.384335236925835,12.1452530123602,264.33920519672085,326.1788497169091,246.37970266439223,97.4013582449348,40.0,165.44702592936505,229.04349856271315,True,True,True,False,True,30.275104756121763
99,97,327.7203284802666,277.26139173785447,502.42287643562145,967.9438107707169,61.62918370003975,178.45414740797662,209.7677107358171,163.79409037648512,183.30520962661802,50.0,49.384335236925835,10.154655195065319,264.33920519672085,336.8521299577799,246.37970266439223,137.849719124921,40.0,165.44702592936505,274.19040236965793,True,True,False,False,True,30.708417359918727
100,98,327.7203284802666,1024.6529531372594,502.42287643562145,1084.1786989700386,60.0,178.45414740797662,206.9893087431091,163.79409037648512,70.9219442946789,55.48030225890003,49.384335236925835,12.100063081276167,264.33920519672085,344.2457921958605,246.37970266439223,109.92206133974506,40.0,165.44702592936505,234.42977855437977,True,True,False,False,True,30.326801391132413
101,99,327.7203284802666,1035.0901984354396,502.42287643562145,1083.3034854709047,60.0,178.45414740797662,194.62345376426416,163.79409037648512,56.875893640199926,56.40916203591581,49.384335236925835,12.194404800118281,264.33920519672085,336.6900925897477,246.37970266439223,111.09764273367011,40.0,165.44702592936505,225.61179641755345,True,True,True,False,True,30.242167839819963
102,100,327.7203284802666,1043.4838077783404,502.42287643562145,1090.0006888517914,60.0,178.45414740797662,202.65335514970238,163.79409037648512,69.70295834370964,55.56091331794115,49.384335236925835,9.670149366656847,264.33920519672085,337.78797338950176,246.37970266439223,106.21213325499009,40.0,165.44702592936505,231.649209196837,True,True,False,False,True,30.30011394090311
103,101,327.7203284802666,1045.448822163707,502.42287643562145,1067.8740363456752,60.0,178.45414740797662,291.1211222069149,163.79409037648512,320.3786033394244,50.0,49.384335236925835,12.478392396986099,264.33920519672085,328.96667023676963,246.37970266439223,356.5547179721325,40.0,165.44702592936505,42.22892532780842,False,False,False,False,True,28.0
104,102,327.7203284802666,1056.4919422188054,502.42287643562145,1069.8440803584733,60.0,178.45414740797662,186.17758757325134,163.79409037648512,247.65499623798564,50.0,49.384335236925835,8.351823691151678,264.33920519672085,315.070070066814,246.37970266439223,356.6694040400069,40.0,165.44702592936505,60.087700370120054,False,False,False,False,True,28.0
105,103,327.7203284802666,533.7074694623404,502.42287643562145,1131.009589736272,60.0,178.45414740797662,765.2841157313509,163.79409037648512,484.69012654349103,50.0,49.384335236925835,16.368024455358707,264.33920519672085,678.8512620775884,246.37970266439223,300.5543061422378,40.0,165.44702592936505,506.7750598108156,True,True,True,False,True,32.940726887721844
106,104,327.7203284802666,302.52375553667235,502.42287643562145,12.957200716044229,60.6119293023886,178.45414740797662,1070.8937279436668,163.79409037648512,68.42792682306293,55.64523064834877,49.384335236925835,14.250541521128856,264.33920519672085,381.0527464654327,246.37970266439223,1095.9773404684138,40.0,165.44702592936505,1033.9014681626677,True,True,False,False,True,38.0
107,105,327.7203284802666,289.7621953373824,502.42287643562145,1097.447981822441,61.12580652056979,178.45414740797662,305.97473033636015,163.79409037648512,1121.5577331186562,50.0,49.384335236925835,11.409751387646935,264.33920519672085,372.57765802880755,246.37970266439223,325.5645529318151,40.0,165.44702592936505,68.14120725899336,False,False,True,False,True,28.0
108,106,327.7203284802666,1000.7331023253008,502.42287643562145,1096.5613062129528,60.0,178.45414740797662,1077.2586147362354,163.79409037648512,1119.6166678488346,50.0,49.384335236925835,1078.9544186349142,264.33920519672085,368.0944277339481,246.37970266439223,315.78402210175443,40.0,165.44702592936505,70.1370119097933,False,False,False,False,True,28.0
109,107,327.7203284802666,292.88246610410886,502.42287643562145,1097.1140890888003,61.00016075026134,178.45414740797662,1081.1366932563437,163.79409037648512,1121.0404765310204,50.0,49.384335236925835,5.204947405631288,264.33920519672085,298.39931694582157,246.37970266439223,257.67622951077874,40.0,165.44702592936505,65.55022252847024,False,False,False,True,True,28.0
110,108,327.7203284802666,1031.2177798861715,502.42287643562145,1092.0822185628413,60.0,178.45414740797662,1106.7901687831302,163.79409037648512,1120.2356777369434,50.0,49.384335236925835,1013.7565464109496,264.33920519672085,1027.169787341181,246.37970266439223,1036.3782434870448,40.0,165.44702592936505,17.34340134044167,False,False,False,False,True,28.0
111,109,327.7203284802666,276.1548630709359,502.42287643562145,1161.224318463842,61.67374093789422,178.45414740797662,273.06289040516083,163.79409037648512,1190.0791506560702,50.0,49.384335236925835,1026.9028564198568,264.33920519672085,276.7169597839247,246.37970266439223,239.57612279482078,40.0,165.44702592936505,116.81317049954333,False,False,True,True,True,29.19793641062474
112,110,327.7203284802666,1026.827905588644,502.42287643562145,1164.9006340475194,60.0,178.45414740797662,272.12961681421183,163.79409037648512,1099.5464447452428,50.0,49.384335236925835,55.22363537198702,264.33920519672085,1114.0905199714334,246.37970266439223,1202.0688400678205,40.0,165.44702592936505,126.31802711544343,False,False,True,False,True,28.0
113,111,327.7203284802666,1027.07362040775,502.42287643562145,1141.996772037446,60.0,178.45414740797662,269.66878808585494,163.79409037648512,1077.845816361157,50.0,49.384335236925835,132.38694688413733,264.33920519672085,1114.013404280229,246.37970266439223,1177.8153987364162,40.0,165.44702592936505,97.69420912256612,False,False,True,False,True,28.0
114,112,327.7203284802666,1028.914011087426,502.42287643562145,1146.0850624250832,60.0,178.45414740797662,270.66101391345853,163.79409037648512,1085.383863255786,50.0,49.384335236925835,5.660066440999436,264.33920519672085,1115.0223584247653,246.37970266439223,1184.7039257859542,40.0,165.44702592936505,108.22443470361854,False,False,True,False,True,28.0
